idema,lon,fint,prec,alt,vmax,vv,dv,lat,dmax,ubi,hr,tamin,ta,tamax,pres,stdvv,ts,pres_nmar,tpr,vis,stddv,inso,tss5cm,psoltp,pliqt,rviento,vmaxu,dvu,pacutp,vvu,stdvvu,stddvu,dmaxu,tss20cm,geo850,geo925,nieve,geo700
1363X,-7.861476,2025-01-07T07:00:00+0000,1.6,343.0,,,,43.44597,,AS PONTES A AEROSA,90.0,8.2,8.2,8.4,,,,,,,,,,,,,,,,,,,,,,,,
1387,-8.421517,2025-01-07T07:00:00+0000,0.2,57.07,8.4,4.0,190.0,43.36597,185.0,A CORUÑA,80.0,10.7,11.6,11.6,1003.5,1.8,10.7,1011.4,8.3,20.0,39.0,0.0,11.4,,,,,,0.09,,,,,12.2,,,,
1387D,-8.441944,2025-01-07T07:00:00+0000,0.0,131.71,14.4,8.9,211.0,43.363308,211.0,BENS-A CORUÑA,80.0,9.6,11.3,11.3,995.1,2.0,,1010.9,8.0,,12.0,,,,,,,,,,,,,,,,,
1387E,-8.371975,2025-01-07T07:00:00+0000,0.0,98.0,10.8,6.2,180.0,43.306953,190.0,A CORUÑA/ALVEDRO,86.0,9.6,11.0,11.1,998.9,1.4,10.6,1011.3,8.8,30.0,6.0,0.0,,,,,,,,,,,,,,,,
1390X,-8.711001,2025-01-07T07:00:00+0000,0.0,98.0,,,,43.203583,,CARBALLO,86.0,11.3,11.4,11.5,,,,,,,,,,,,,,,,,,,,,,,,
1393,-9.210829,2025-01-07T07:00:00+0000,0.3,50.0,19.8,13.4,197.0,43.160557,195.0,CABO VILAN,87.0,,,,,,,,,,,,,,,477.0,,,,,,,,,,,,
1399,-9.046929,2025-01-07T07:00:00+0000,1.4,287.0,,,,43.057446,,VIMIANZO-CASTRELO,100.0,10.1,10.3,10.3,,,,,,,,,,,,,,,,,,,,,,,,
1400,-9.291434,2025-01-07T07:00:00+0000,0.7,230.0,24.0,17.4,177.0,42.924828,182.0,FISTERRA,98.0,10.8,11.1,11.3,983.6,2.0,10.9,1011.0,10.8,0.5,3.0,0.0,11.4,,,,,,0.2,,,,,,,,,
1406X,-8.99369,2025-01-07T07:00:00+0000,3.4,340.0,,,,42.93525,,MAZARICOS-A PICOTA,100.0,9.7,9.8,9.9,,,,,,,,,,,,,,,,,,,,,,,,
1410X,-8.022249,2025-01-07T07:00:00+0000,0.0,500.0,,,,43.037876,,SOBRADO DOS MONXES,94.0,7.2,7.6,7.6,,,,,,,,,,,,,,,,,,,,,,,,
1428,-8.410515,2025-01-07T07:00:00+0000,0.0,370.0,10.8,5.7,210.0,42.888012,190.0,SANTIAGO DE COMPOSTELA/LAVACOLLA,87.0,8.5,8.6,8.7,970.0,0.8,8.9,1013.8,6.5,9.4,6.0,0.0,7.8,,,,,,,,,,,7.6,,,,
1435C,-8.876227,2025-01-07T07:00:00+0000,1.2,128.0,7.6,2.2,179.0,42.80014,212.0,NOIA,98.0,10.6,10.6,11.0,,,,,,,,,,,,,,,,,,,,,,,,
1442U,-8.892333,2025-01-07T07:00:00+0000,2.8,10.0,,,,42.643887,,BOIRO,90.0,12.0,12.0,12.7,,,,,,,,,,,,,,,,,,,,,,,,
1446X,-7.768333,2025-01-07T07:00:00+0000,0.0,680.0,,,,42.809723,,MONTERROSO,93.0,5.4,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,
1466A,-8.257892,2025-01-07T07:00:00+0000,0.0,435.0,9.5,3.6,188.0,42.700886,195.0,SILLEDA,83.0,8.7,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,
1468X,-8.501806,2025-01-07T07:00:00+0000,0.4,269.0,,,,42.69361,,A ESTRADA,95.0,8.9,8.9,9.1,,,,,,,,,,,,,,,,,,,,,,,,
1473A,-8.627222,2025-01-07T07:00:00+0000,0.7,100.0,9.5,1.5,265.0,42.738335,170.0,PADRÓN,90.0,9.1,9.2,9.5,,,,,7.7,,,,,,,103.0,,,,,,,,,,,,
1475X,-8.555833,2025-01-07T07:00:00+0000,0.3,240.0,6.3,1.6,204.0,42.87611,179.0,SANTIAGO DE COMPOSTELA,93.0,9.3,9.8,9.8,,,,,8.8,,,,,,,59.0,,,,,,,,,,,,
1476R,-8.714807,2025-01-07T07:00:00+0000,2.4,210.0,,,,42.749836,,CASAS DO PORTO,99.0,9.5,9.5,9.7,,,,,,,,,,,,,,,,,,,,,,,,
1477V,-8.774642,2025-01-07T07:00:00+0000,1.8,32.0,9.4,3.6,176.0,42.584843,177.0,VILAGARCIA DE AROUSA,94.0,11.1,11.1,11.8,,,,,,,,,,,,,,,,,,,,,,,,
1484C,-8.615833,2025-01-07T07:00:00+0000,0.8,113.3,10.1,1.9,196.0,42.43833,150.0,PONTEVEDRA,97.0,9.5,9.5,9.9,1000.3,1.0,9.3,1014.7,9.0,6.7,40.0,0.0,10.8,,,,,,1.05,,,,,11.9,,,,
1486E,-8.706944,2025-01-07T07:00:00+0000,1.0,3.0,7.8,0.1,162.0,42.39611,172.0,ESCUELA NAVAL DE MARÍN,82.0,11.3,11.5,12.0,,,,,8.5,,,,,,,49.0,,,,,,,,,,,,
1489A,-8.451243,2025-01-07T07:00:00+0000,0.6,395.0,8.8,3.5,182.0,42.40705,177.0,A LAMA,100.0,7.5,7.9,7.9,,,,,,,,,,,,,,,,,,,,,,,,
1495,-8.623765,2025-01-07T07:00:00+0000,0.5,254.6,9.3,6.8,180.0,42.238617,170.0,VIGO/PEINADOR,96.0,7.7,8.1,8.2,984.5,0.6,8.0,1015.6,7.6,,6.0,0.0,,,,,,,,,,,,,,,,
1496X,-8.724167,2025-01-07T07:00:00+0000,0.8,120.0,7.8,2.2,201.0,42.230556,200.0,VIGO-O CASTRO,92.0,10.3,10.4,11.0,,,,,,,,,,,,,,,,,,,,,,,,
1505,-7.4575,2025-01-07T07:00:00+0000,0.2,442.18,7.8,3.2,202.0,43.11111,223.0,LUGO/ROZAS,90.0,6.3,6.7,6.7,960.5,1.4,,1013.5,5.1,20.0,30.0,0.0,8.4,,,,,,0.08,,,,,9.1,,,,
1518A,-7.5525,2025-01-07T07:00:00+0000,0.0,442.0,4.8,1.6,187.0,42.998333,97.0,LUGO-COL.FINGOI,93.0,5.9,6.2,6.2,,,,,,,,,,,,,,,,,,,,,,,,
1521I,-7.499579,2025-01-07T07:00:00+0000,0.0,403.0,,,,42.845276,,O PARAMO,79.0,7.5,8.1,8.1,,,,,,,,,,,,,,,,,,,,,,,,
1521X,-7.18517,2025-01-07T07:00:00+0000,0.0,1080.0,11.2,4.2,182.0,42.86377,185.0,BECERREA-PENAMAIOR,94.0,2.9,3.4,3.4,,,,,,,,,,,,,,,,,,,,,,,,
1541B,-6.333886,2025-01-07T07:00:00+0000,1.0,958.0,9.2,3.8,221.0,42.928886,200.0,VILLABLINO,87.0,3.2,3.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,
1542,-6.414164,2025-01-07T07:00:00+0000,0.0,1530.0,14.5,5.0,144.0,42.994164,157.0,PUERTO DE LEITARIEGOS,98.0,-1.0,-1.0,-0.3,843.3,,,,-1.2,0.4,,0.0,2.1,,0.0,,,,,,,,,,"{'value': 1468.7, 'present': True}",,,
1549,-6.6,2025-01-07T07:00:00+0000,0.0,532.01,1.1,0.6,159.0,42.56389,180.0,PONFERRADA,94.0,4.6,4.8,4.8,953.5,0.2,4.6,1017.5,3.9,19.1,39.0,0.0,7.6,,,,,,0.0,,,,,8.2,,,,
1561I,-6.673564,2025-01-07T07:00:00+0000,0.2,770.0,,,,42.76604,,VILLAR DE OTERO (LOS TROBOS),96.0,3.4,3.4,3.4,,,,,,,,,,,,,,,,,,,,,,,,
1583X,-6.99314,2025-01-07T07:00:00+0000,0.0,315.0,,,,42.41562,,O BARCO DE VALDEORRAS,92.0,5.5,5.8,5.8,,,,,,,,,,,,,,,,,,,,,,,,
1631E,-7.282498,2025-01-07T07:00:00+0000,0.0,840.0,5.7,3.2,54.0,42.339447,55.0,POBRA DE TRIVES SAN MAMEDE,91.0,3.8,4.1,4.1,918.8,,3.9,,2.7,,,0.0,5.5,0.0,0.0,,,,,,,,,,,785.2,,
1639X,-7.383609,2025-01-07T07:00:00+0000,0.0,990.0,13.0,7.0,191.0,42.260277,175.0,CHANDREXA DE QUEIXA,93.0,4.0,4.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,
1658,-7.191741,2025-01-07T07:00:00+0000,0.0,612.0,,,,42.58853,,FOLGOSO DO COUREL,78.0,6.5,6.8,6.8,,,,,,,,,,,,,,,,,,,,,,,,
1679A,-7.510804,2025-01-07T07:00:00+0000,0.0,291.0,1.0,0.1,80.0,42.53177,260.0,MONFORTE DE LEMOS,99.0,4.0,4.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,
1690A,-7.859722,2025-01-07T07:00:00+0000,0.0,145.86,1.9,0.8,237.0,42.32528,280.0,OURENSE,99.0,5.1,5.8,5.8,,0.5,6.0,,,19.0,89.0,0.0,10.3,,,,,,0.0,,,,,9.1,,,,
1696O,-8.277961,2025-01-07T07:00:00+0000,0.2,610.0,,,,42.468056,,BEARIZ,98.0,6.7,6.7,6.9,,,,,,,,,,,,,,,,,,,,,,,,
1700X,-8.0925,2025-01-07T07:00:00+0000,0.1,400.0,3.9,1.1,163.0,42.42139,178.0,O CARBALLIÑO,97.0,6.0,6.9,6.9,,,,,6.4,,,,,,,40.0,,,,,,,,,,,,
1701X,-8.129121,2025-01-07T07:00:00+0000,0.4,112.0,2.1,0.9,234.0,42.29988,27.0,RIBADAVIA,100.0,5.0,5.1,5.1,,,,,,,,,,,,,,,,,,,,,,,,
1706A,-7.796051,2025-01-07T07:00:00+0000,0.0,492.0,,,,42.182903,,ALLARIZ-RIMELO,79.0,7.6,8.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,
1719,-8.281009,2025-01-07T07:00:00+0000,0.4,560.0,,,,42.217995,,A CAÑIZA,96.0,7.2,7.3,7.4,,,,,,,,,,,,,,,,,,,,,,,,
1723X,-8.4927,2025-01-07T07:00:00+0000,0.6,90.0,,,,42.182224,,PONTEAREAS-CANEDO,100.0,6.5,8.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,
1730E,-8.847444,2025-01-07T07:00:00+0000,3.4,55.0,,,,41.94398,,O ROSAL,94.0,9.8,9.9,10.1,,,,,,,,,,,,,,,,,,,,,,,,
1735X,-7.733611,2025-01-07T07:00:00+0000,0.0,616.0,4.5,1.6,141.0,42.079166,132.0,XINZO DE LIMIA,93.0,3.1,4.0,4.0,,,,,3.0,,,,,,,77.0,,,,,,,,,,,,
1738U,-7.988838,2025-01-07T07:00:00+0000,0.2,730.0,,,,41.934116,,MUIÑOS-PRADO,94.0,6.2,6.2,6.9,,,,,,,,,,,,,,,,,,,,,,,,
1740,-4.12433,2025-01-07T07:00:00+0000,0.0,150.0,3.2,2.0,161.0,43.37724,212.0,ALTAMIRA,61.0,6.1,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
2017Y,-2.494163,2025-01-07T07:00:00+0000,0.0,1260.0,0.0,0.0,325.0,41.99583,325.0,BARRIOMARTIN-EL ROBLEDO,95.0,-5.1,-4.9,-4.5,,,,,,,,,,,,,,,,,,,,,,,,
2030,-2.483063,2025-01-07T07:00:00+0000,0.0,1081.01,9.1,5.0,274.0,41.775017,280.0,SORIA,87.0,1.2,1.4,1.4,892.7,1.3,1.4,,-0.5,20.0,21.0,0.0,5.3,,,,,,0.0,,,,,5.7,"{'value': 1475.9, 'present': True}",,,
2044B,-2.507534,2025-01-07T07:00:00+0000,0.0,1100.0,12.4,4.4,271.0,41.600582,262.0,LUBIA-CEDER,91.0,0.5,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,
2048A,-2.420281,2025-01-07T07:00:00+0000,0.0,978.0,9.3,5.1,267.0,41.41944,257.0,MORON DE ALMAZAN ,86.0,1.8,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
2059B,-2.783338,2025-01-07T07:00:00+0000,0.0,1042.0,7.5,3.6,277.0,41.34972,292.0,LA RIBA DE ESCALOTE,86.0,1.8,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2084Y,-3.047008,2025-01-07T07:00:00+0000,0.0,960.0,,,,41.721848,,UCERO,94.0,1.5,1.6,1.7,,,,,,,,,,,,,,,,,,,,,,,,
2092,-3.086949,2025-01-07T07:00:00+0000,0.0,932.0,7.9,3.3,280.0,41.589443,287.0,BURGO DE OSMA-POZUELOS,90.0,1.8,1.8,1.8,,,,,,,,,,,,,,,,,,,,,,,,
2096B,-3.251385,2025-01-07T07:00:00+0000,0.0,1150.0,8.5,5.8,286.0,41.373608,285.0,LICERAS-CAÑADA DEHESA,90.0,0.9,1.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,
2106B,-3.381929,2025-01-07T07:00:00+0000,0.0,955.0,6.7,2.8,257.0,41.745846,250.0,CORUÑA DEL CONDE,94.0,1.4,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,
2117D,-3.742777,2025-01-07T07:00:00+0000,0.0,790.0,7.0,1.4,237.0,41.665836,222.0,ARANDA DE DUERO,81.0,,,,927.3,,2.6,,,20.0,,0.0,5.0,0.0,0.0,,,,,,,,,,,,,
2135A,-3.507234,2025-01-07T07:00:00+0000,0.0,993.0,9.0,4.4,231.0,41.372757,225.0,FRESNO DE CANTIESPINO,91.0,2.0,2.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,
2140A,-3.785871,2025-01-07T07:00:00+0000,0.0,1135.0,12.2,7.7,233.0,41.464554,240.0,ALDEANUEVA DE SERREZUELA-EL CERRO,100.0,0.5,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,
2150H,-3.475165,2025-01-07T07:00:00+0000,0.0,1798.0,12.5,4.5,293.0,41.19193,233.0,LA PINILLA  ESTACIÓN DE ESQUÍ,97.0,-3.5,-3.2,-3.2,818.5,,-0.1,,-3.6,0.4,,0.0,0.1,0.0,0.0,,,,,,,,,,"{'value': 1498.9, 'present': True}",,,
2166Y,-4.124787,2025-01-07T07:00:00+0000,0.0,756.0,,,,41.593098,,PEÑAFIEL(FABRICA DE QUESOS),93.0,2.2,2.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,
2172Y,-4.405497,2025-01-07T07:00:00+0000,0.0,725.0,4.0,2.5,259.0,41.611877,255.0,SARDÓN DE DUERO,97.0,2.1,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,
2182C,-3.790216,2025-01-07T07:00:00+0000,0.0,1107.0,6.9,4.0,246.0,41.13386,252.0,RADES,89.0,1.6,1.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,
2192C,-4.26545,2025-01-07T07:00:00+0000,0.0,795.0,1.0,0.6,116.0,41.383553,112.0,CUELLAR,98.0,-0.2,-0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,
2235U,-4.520031,2025-01-07T07:00:00+0000,0.0,1140.0,4.3,0.9,80.0,42.87062,270.0,CERVERA DE PISUERGA,82.0,0.9,1.1,1.2,884.6,,-0.3,,-1.7,20.0,,0.0,3.1,0.0,0.0,,,,,,,,,,"{'value': 1459.8, 'present': True}",,,
2243A,-4.277134,2025-01-07T07:00:00+0000,0.0,910.0,4.6,2.6,219.0,42.79806,265.0,AGUILAR DE CAMPOO,90.0,1.4,1.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2276B,-4.575109,2025-01-07T07:00:00+0000,0.0,908.0,6.2,2.8,235.0,42.568817,227.0,VILLAELES DE VALDAVIA,98.0,0.9,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2285B,-4.001111,2025-01-07T07:00:00+0000,0.0,869.0,6.3,3.0,218.0,42.523888,220.0,VILLADIEGO (DEPÓSITO DE AGUA),100.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2290Y,-4.198909,2025-01-07T07:00:00+0000,0.0,771.0,6.7,3.0,223.0,42.251225,227.0,PEDROSA DEL PRÍNCIPE,91.0,2.1,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
2296A,-1.976675,2025-01-07T07:00:00+0000,0.0,1039.0,7.2,3.3,192.0,41.775555,190.0,OLVEGA-CAMINO VEGAFRÍA,85.0,1.0,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,
2302N,-3.109758,2025-01-07T07:00:00+0000,0.0,1197.0,7.7,3.6,285.0,42.146473,277.0,MONTERRUBIO DE LA DEMANDA,100.0,-0.9,-0.6,-0.6,,,,,,,,,,,,,,,,,,,,,,,,
2311Y,-3.767707,2025-01-07T07:00:00+0000,0.0,884.0,7.1,5.0,206.0,42.10522,207.0,VILLAMAYOR DE LOS MONTES,96.0,0.8,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,
2331,-3.620278,2025-01-07T07:00:00+0000,0.0,891.0,9.0,6.1,213.0,42.356945,205.0,BURGOS/VILLAFRÍA,98.0,1.1,1.3,1.3,,1.1,1.3,,,,10.0,0.0,5.1,,,,,,0.0,,,,,6.3,,,,
2362C,-4.713714,2025-01-07T07:00:00+0000,0.0,1575.0,7.4,4.8,281.0,42.893772,285.0,CAMPORREDONDO DE ALBA  CUEVA DORADA,98.0,-2.5,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2374X,-4.617359,2025-01-07T07:00:00+0000,0.0,830.0,6.6,3.0,246.0,42.350933,254.0,CARRIÓN DE LOS CONDES,96.0,1.7,2.0,2.0,922.0,,2.0,,1.5,17.4,,0.0,5.7,0.0,0.0,,,,,,,,,,,803.8,,
2400E,-4.602777,2025-01-07T07:00:00+0000,0.0,874.0,6.2,4.3,226.0,41.99568,239.0,PALENCIA-AUTILLA PINO,96.0,0.5,1.0,1.2,,,,,0.4,,,,,,,149.0,,,,,,,,,,,,
2401X,-4.560496,2025-01-07T07:00:00+0000,0.0,736.0,4.5,1.5,195.0,42.009502,232.0,PALENCIA-GRANJA VIÑALTA,93.0,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
2422,-4.754167,2025-01-07T07:00:00+0000,0.0,734.29,5.0,1.3,177.0,41.64083,210.0,VALLADOLID,98.0,1.3,1.6,1.6,932.5,0.5,1.8,1021.2,1.3,20.0,29.0,0.0,4.0,,,,5.0,171.0,0.0,1.1,0.7,21.0,203.0,5.2,,,,
2430Y,-5.044091,2025-01-07T07:00:00+0000,0.0,1178.0,4.6,1.4,10.0,40.543312,100.0,MUÑOTELLO,82.0,0.2,0.3,1.2,,,,,,,,,,,,,,,,,,,,,,,,
2444,-4.679722,2025-01-07T07:00:00+0000,0.0,1129.76,4.0,1.4,203.0,40.65917,243.0,ÁVILA,85.0,0.4,0.5,1.1,889.4,0.4,-2.0,,-1.7,20.0,20.0,0.0,4.1,,,,,,0.0,,,,,5.4,"{'value': 1495.1, 'present': True}",,,
2453E,-4.742033,2025-01-07T07:00:00+0000,0.0,920.0,3.5,1.0,201.0,40.828964,235.0,GOTARRENDURA (AUTOMATICA),89.0,0.5,0.5,2.1,,,,,,,,,,,,,,,,,,,,,,,,
2456B,-4.729864,2025-01-07T07:00:00+0000,0.0,820.0,4.6,1.7,199.0,41.071484,222.0,AREVALO,89.0,1.2,1.2,2.3,,,,,,,,,,,,,,,,,,,,,,,,
2462,-4.010556,2025-01-07T07:00:00+0000,0.0,1892.6,8.1,3.5,355.0,40.793056,27.0,NAVACERRADA PUERTO,97.0,-3.8,-3.7,-3.6,809.7,1.8,-2.3,,-4.2,0.6,34.0,0.0,0.9,,,,5.4,1.0,0.0,2.6,0.8,30.0,353.0,1.0,"{'value': 1501.3, 'present': True}",,13.0,
2465,-4.126389,2025-01-07T07:00:00+0000,0.0,1008.25,5.7,2.8,215.0,40.94528,218.0,SEGOVIA,81.0,2.5,2.7,2.7,904.0,0.6,2.6,,-0.3,19.2,13.0,0.0,5.7,,,,,,0.0,,,,,5.3,"{'value': 1505.1, 'present': True}",,,
2471Y,-4.212067,2025-01-07T07:00:00+0000,0.0,1237.0,,,,40.71867,,SAN RAFAEL,89.0,-0.2,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,
2482B,-4.375727,2025-01-07T07:00:00+0000,0.0,870.0,7.5,4.4,197.0,41.126385,195.0,MIGUELAÑEZ,87.0,1.8,1.8,1.9,,,,,,,,,,,,,,,,,,,,,,,,
2491C,-5.689876,2025-01-07T07:00:00+0000,0.0,1960.0,14.6,9.9,235.0,40.355087,240.0,LA COVATILLA  ESTACIÓN DE ESQUÍ,79.0,-5.5,-4.2,-4.2,802.2,,-0.1,,-7.5,20.0,,0.0,0.0,0.0,0.0,,,,,,,,,,"{'value': 1501.1, 'present': True}",,,
2503B,-4.691824,2025-01-07T07:00:00+0000,0.0,786.0,6.9,4.5,214.0,41.279922,222.0,OLMEDO  DEPÓSITO AGUA,91.0,1.7,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,
2507Y,-4.963505,2025-01-07T07:00:00+0000,0.0,724.0,7.2,4.4,236.0,41.419464,242.0,RUEDA,94.0,2.3,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,
2512Y,-5.018689,2025-01-07T07:00:00+0000,0.0,925.0,5.9,3.4,241.0,40.88213,232.0,RIVILLA DE BARAJAS,88.0,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2517A,-4.939637,2025-01-07T07:00:00+0000,0.0,755.0,7.2,4.9,214.0,41.172752,222.0,FUENTE EL SOL,90.0,2.2,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,
2536D,-5.271389,2025-01-07T07:00:00+0000,0.0,710.0,4.8,3.0,193.0,41.548332,200.0,MORALES DEL TORO-DEPOSITO,99.0,2.2,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
2555B,-5.481307,2025-01-07T07:00:00+0000,0.0,811.0,6.9,3.6,222.0,41.236706,225.0,FUENTESAUCO,98.0,2.5,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
2565,-5.630556,2025-01-07T07:00:00+0000,0.0,701.5,5.0,3.6,183.0,41.55528,207.0,CORESES,97.0,3.2,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
2568D,-4.851026,2025-01-07T07:00:00+0000,0.0,985.0,6.4,4.1,285.0,42.523502,267.0,VILLAPUN,100.0,0.2,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,
2593D,-5.040989,2025-01-07T07:00:00+0000,0.0,782.0,7.5,5.2,218.0,42.09421,207.0,VILLALÓN DE CAMPOS,100.0,1.9,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,
2604B,-5.040313,2025-01-07T07:00:00+0000,0.0,731.0,6.6,3.8,229.0,41.875816,242.0,MEDINA DE RIOSECO,92.0,2.8,3.2,3.3,,,,,,,,,,,,,,,,,,,,,,,,
2611D,-5.59244,2025-01-07T07:00:00+0000,0.0,690.0,4.9,1.7,170.0,41.856388,182.0,VILLAFÁFILA,94.0,3.1,3.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,
2614,-5.735278,2025-01-07T07:00:00+0000,0.0,656.06,3.9,1.6,198.0,41.515556,170.0,ZAMORA,94.0,4.0,4.6,4.6,941.3,0.7,4.9,1019.8,3.8,20.0,42.0,0.0,4.4,,,,,,0.0,,,,,5.7,,,,
2624C,-5.007615,2025-01-07T07:00:00+0000,0.0,1090.0,3.4,0.8,140.0,42.958458,135.0,RIAÑO-ERMITA QUINTANILLA,96.0,0.0,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
2626Y,-5.193246,2025-01-07T07:00:00+0000,0.0,916.0,1.5,0.0,143.0,42.620094,225.0,SAHECHORES-HELIPUERTO,96.0,0.2,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,
2630X,-5.377067,2025-01-07T07:00:00+0000,0.0,1510.0,8.9,5.0,74.0,43.06224,74.0,PUERTO DE SAN ISIDRO,94.0,-2.6,-2.0,-2.0,845.3,,0.4,,-2.7,,,0.0,2.2,0.0,0.0,,,,,,,,,,"{'value': 1465.9, 'present': True}",,,
2661,-5.651111,2025-01-07T07:00:00+0000,0.0,916.0,2.6,0.8,130.0,42.588333,160.0,LEÓN/VIRGEN DEL CAMINO,89.0,1.1,1.1,1.1,910.8,0.5,1.1,,-0.5,,35.0,0.0,,,,,,,,,,,,,,791.6,,
2664B,-5.504765,2025-01-07T07:00:00+0000,0.0,788.0,5.3,3.7,226.0,42.295948,230.0,VALENCIA DE DON JUAN,92.0,1.8,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,
2701D,-5.870858,2025-01-07T07:00:00+0000,0.0,1120.0,6.1,4.5,205.0,42.885574,210.0,MIÑERA DE LUNA-EMBALSE,100.0,1.2,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,
2728B,-6.070921,2025-01-07T07:00:00+0000,0.4,995.0,2.5,0.6,290.0,42.648216,270.0,VILLAMECA,98.0,1.7,1.8,1.8,,,,,,,,,,,,,,,,,,,,,,,,
2734D,-6.074338,2025-01-07T07:00:00+0000,0.0,919.0,3.2,0.9,155.0,42.476723,317.0,ASTORGA-DEPÓSITO AGUA,87.0,1.2,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,
2737E,-6.196672,2025-01-07T07:00:00+0000,0.0,1020.0,1.2,0.1,100.0,42.3775,131.0,LAGUNAS DE SOMOZA,89.0,-1.2,-0.2,-0.2,898.8,,,,-1.7,,,,,,,7.0,,,,,,,,,"{'value': 1464.7, 'present': True}",,,
2742R,-5.779854,2025-01-07T07:00:00+0000,0.0,850.0,2.4,1.4,155.0,42.466446,177.0,BUSTILLO DEL PÁRAMO-LAS MATILLAS,95.0,0.9,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,
2755X,-5.666803,2025-01-07T07:00:00+0000,0.0,715.0,6.9,2.6,207.0,42.010906,268.0,BENAVENTE,89.0,3.5,3.7,3.7,934.1,,3.8,1019.3,2.1,20.0,,0.0,5.7,0.0,0.0,,,,,,,,,,,,,
2766E,-6.639999,2025-01-07T07:00:00+0000,0.0,910.0,5.1,0.7,210.0,42.08234,210.0,EL PUENTE (CASA FORESTAL),90.0,3.7,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2777K,-6.007296,2025-01-07T07:00:00+0000,0.0,737.0,6.3,2.7,225.0,42.078136,240.0,SANTIBAÑEZ DE VIDRIALES,90.0,3.8,4.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,
2789H,-5.909007,2025-01-07T07:00:00+0000,0.0,711.0,4.1,1.8,255.0,41.785553,257.0,POZUELO DE TABARA,93.0,3.4,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
2804F,-6.141833,2025-01-07T07:00:00+0000,0.0,790.0,9.3,7.4,249.0,41.533997,255.0,VILLADEPERA,99.0,2.7,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,
2828Y,-5.519077,2025-01-07T07:00:00+0000,0.0,1012.0,2.7,1.8,243.0,40.355385,247.0,BARCO DE AVILA,93.0,-3.3,-2.9,-2.6,,,,,,,,,,,,,,,,,,,,,,,,
2847X,-5.643454,2025-01-07T07:00:00+0000,0.0,865.0,5.0,2.3,220.0,40.6756,225.0,PEDROSILLO DE LOS AIRES-CASTILLEJO,96.0,0.3,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,
2863C,-5.36619,2025-01-07T07:00:00+0000,0.0,897.0,3.2,1.5,164.0,40.732204,195.0,PEDRAZA DE ALBA-VALLELARGO,88.0,1.4,1.4,1.9,,,,,,,,,,,,,,,,,,,,,,,,
